Rossz,Szomszedos,Marc. 3--5.,Marc. 10--12.,Marc. 17--19.,Marc. 24--26.,Marc. 31. -- apr. 2.,Tavaszi szunet,apr. 21--23.,apr. 28. -- maj. 1.,Maj. 5--7.,Maj. 12--14.,Maj. 19--21.,Maj. 26--28.,Jun. 3--5.,Jun. 10--12.,Jun. 16--18.,Jun. 23--25.
5,2,,Okapi,,Beluga,,,,Lemur,,Ka,Medve,,Monguz,Bebe,,
5,2,,Bebe,,Beluga,Okapi,,,Lemur,,Ka,Medve,,Monguz,,,
5,2,,,Bebe,Beluga,,,,Lemur,,Ka,Medve,,Monguz,,Okapi,
5,2,,,,Beluga,Bebe,,,Lemur,,Ka,Medve,,Monguz,,Okapi,
5,2,,Okapi,,Beluga,,,,Lemur,,Ka,Medve,,Bebe,Monguz,,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Okapi,Medve,,Monguz,,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Okapi,,Medve,Monguz,,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Medve,Okapi,,Monguz,,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Medve,,,Monguz,Okapi,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Okapi,Medve,,,Monguz,
5,2,,Bebe,,Beluga,,,,Lemur,,Ka,Medve,Okapi,,,Monguz,
5,2,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,Lemur,,Medve,,,
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Lemur,Medve,,,Okapi,
5,2,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,,Lemur,Medve,,,
5,2,,Okapi,,Beluga,,,,Monguz,,Ka,Medve,Lemur,,Bebe,,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Medve,Lemur,,Monguz,,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Medve,Lemur,,,Monguz,
5,2,Bebe,,,Beluga,Monguz,,,Okapi,,Ka,Medve,,Lemur,,,
5,2,,,,Beluga,Monguz,,,Okapi,,Ka,Medve,,Lemur,,Bebe,
5,2,,Bebe,,Beluga,Monguz,,,,,Ka,,Medve,Lemur,,Okapi,
5,2,,Bebe,,Beluga,,,Monguz,Okapi,,Ka,,Medve,Lemur,,,
5,2,Bebe,Okapi,,Beluga,,,,Monguz,,Ka,Medve,,Lemur,,,
5,2,,Okapi,,Beluga,Bebe,,,Monguz,,Ka,,Medve,Lemur,,,
5,2,,Okapi,,Beluga,,,Bebe,Monguz,,Ka,Medve,,Lemur,,,
5,2,,Okapi,,Beluga,,,,Monguz,,Ka,,Medve,Lemur,Bebe,,
5,2,,Okapi,,Bebe,Beluga,,,Monguz,,Ka,Medve,,Lemur,,,
5,2,,Bebe,,Beluga,Okapi,,,Monguz,,Ka,,Medve,Lemur,,,
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Okapi,,Lemur,Medve,,
5,2,,Medve,,Beluga,Bebe,,,Monguz,,Ka,Okapi,,Lemur,,,
5,2,,Medve,,Beluga,,,,Monguz,,Ka,Okapi,,Lemur,Bebe,,
5,2,,,Bebe,Beluga,,,,Monguz,,Ka,,Medve,Lemur,,Okapi,
5,2,,,,Beluga,Bebe,,,Monguz,,Ka,,Medve,Lemur,,Okapi,
5,2,,,,Beluga,,,Bebe,Monguz,,Ka,Medve,,Lemur,,Okapi,
5,2,,,,Bebe,Beluga,,,Monguz,,Ka,Medve,,Lemur,,Okapi,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Monguz,,Lemur,Medve,,
5,2,,Medve,,Beluga,Bebe,,,Okapi,,Ka,Monguz,,Lemur,,,
5,2,,Medve,,Beluga,,,,Okapi,,Ka,Monguz,,Lemur,Bebe,,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,,Medve,Lemur,Monguz,,
5,2,,,Bebe,Beluga,,,,Okapi,,Ka,Medve,,Lemur,,Monguz,
5,2,,,,Beluga,Bebe,,,Okapi,,Ka,Medve,,Lemur,,Monguz,
5,2,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,Medve,,,,Lemur,
5,2,,,,Beluga,Monguz,,,Okapi,,Ka,Medve,,Bebe,,Lemur,
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Okapi,Medve,,,Lemur,
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Medve,Okapi,,,Lemur,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Monguz,Medve,,,Lemur,
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Medve,Monguz,,,Lemur,
5,2,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,Medve,,,,,Lemur
5,2,,,,Beluga,Monguz,,,Okapi,,Ka,Medve,,Bebe,,,Lemur
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Okapi,Medve,,,,Lemur
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Medve,Okapi,,,,Lemur
5,2,,Bebe,,Beluga,,,,Monguz,,Ka,Medve,,,,Okapi,Lemur
5,2,,,,Beluga,,,,Monguz,,Ka,Medve,,Bebe,,Okapi,Lemur
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Monguz,Medve,,,,Lemur
5,2,,Bebe,,Beluga,,,,Okapi,,Ka,Medve,Monguz,,,,Lemur
5,2,,Bebe,,Beluga,Lemur,,,Monguz,,,Medve,Ka,,,Okapi,
5,2,,Bebe,,Beluga,Monguz,,,Lemur,,,Medve,Ka,,,Okapi,
5,2,,Bebe,,Beluga,,,,Lemur,,,Monguz,Ka,Medve,,Okapi,
5,2,,Bebe,,Beluga,,,,Lemur,,,Medve,Ka,Monguz,,Okapi,
5,2,,Bebe,,Beluga,,,,Okapi,,,Medve,Ka,Lemur,,Monguz,
5,3,,Lemur,,Beluga,Ka,,,Monguz,,,Okapi,Medve,Bebe,,,
5,3,,Lemur,,Beluga,Ka,,,Monguz,,,Medve,Okapi,Bebe,,,
5,3,,Lemur,,Beluga,Ka,,,Okapi,,,Monguz,Medve,Bebe,,,
5,3,,Lemur,,Beluga,Ka,,,Okapi,,,Medve,Monguz,Bebe,,,
5,3,,Bebe,,Beluga,Ka,,Monguz,Lemur,,,Okapi,Medve,,,,
5,3,,Bebe,,Beluga,Ka,,Monguz,Lemur,,,Medve,Okapi,,,,
5,3,,Bebe,,Beluga,Ka,,,Lemur,,Monguz,Okapi,Medve,,,,
5,3,,Bebe,,Beluga,Ka,,,Lemur,,Monguz,Medve,Okapi,,,,
5,3,,Okapi,Bebe,Beluga,Ka,,,Lemur,,,Monguz,,Medve,,,
5,3,,Okapi,,Beluga,Ka,,,Lemur,,,Monguz,Bebe,Medve,,,
5,3,,Bebe,,Beluga,Ka,,,Lemur,Okapi,,Monguz,Medve,,,,
5,3,,Medve,,Beluga,Ka,,,Lemur,,,Monguz,Okapi,Bebe,,,
5,3,,,Bebe,Beluga,Ka,,,Lemur,,,Monguz,Medve,,,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Monguz,Bebe,Medve,,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Monguz,Medve,,Bebe,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Monguz,,Medve,Bebe,Okapi,
5,3,,Bebe,,Beluga,Ka,,,Lemur,Okapi,,Medve,Monguz,,,,
5,3,,Medve,,Beluga,Ka,,,Lemur,,,Okapi,Monguz,Bebe,,,
5,3,,,Bebe,Beluga,Ka,,,Lemur,,,Medve,Monguz,,,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Medve,Monguz,,Bebe,Okapi,
5,3,,Okapi,Bebe,Beluga,Ka,,,Lemur,,,Medve,,Monguz,,,
5,3,,Okapi,,Beluga,Ka,,,Lemur,,,Medve,Bebe,Monguz,,,
5,3,,,,Beluga,Ka,,,Lemur,,,Medve,Bebe,Monguz,,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Medve,,Monguz,Bebe,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Medve,,Bebe,Monguz,Okapi,
5,3,,,,Beluga,Ka,,,Lemur,,,Okapi,Medve,Bebe,,Monguz,
5,3,,,,Beluga,Ka,,,Lemur,,,Medve,Okapi,Bebe,,Monguz,
5,3,,Bebe,,Beluga,Ka,,,Monguz,,Lemur,Okapi,Medve,,,,
5,3,,Bebe,,Beluga,Ka,,,Monguz,,Lemur,Medve,Okapi,,,,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,Lemur,Monguz,Medve,,,,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,Lemur,Medve,Monguz,,,,
5,3,,Okapi,,Beluga,Ka,,,Monguz,,,Lemur,Medve,Bebe,,,
5,3,,Bebe,,Beluga,Ka,,,Monguz,,,Lemur,Okapi,Medve,,,
5,3,,,,Beluga,Ka,,,Monguz,,,Lemur,Medve,Bebe,,Okapi,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,,Lemur,Monguz,Medve,,,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,,Lemur,Medve,Monguz,,,
5,3,,Bebe,,Beluga,Ka,,Monguz,Okapi,,,Medve,Lemur,,,,
5,3,,Bebe,,Beluga,Ka,,,Monguz,Okapi,,Medve,Lemur,,,,
5,3,,Medve,,Beluga,Ka,,,Monguz,,,Okapi,Lemur,Bebe,,,
5,3,,,Bebe,Beluga,Ka,,,Monguz,,,Medve,Lemur,,,Okapi,
5,3,,,,Beluga,Ka,,,Monguz,,,Medve,Lemur,,Bebe,Okapi,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,Monguz,Medve,Lemur,,,,
5,3,,Medve,,Beluga,Ka,,,Okapi,,,Monguz,Lemur,Bebe,,,
5,3,,Bebe,,Beluga,Ka,,,,,,Monguz,Lemur,Medve,,Okapi,
5,3,,Bebe,,Beluga,Ka,,,,,,Medve,Lemur,Monguz,,Okapi,
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,Lemur,Bebe,,Monguz,
5,3,,Bebe,,Beluga,Ka,,Monguz,Okapi,,,,Medve,Lemur,,,
5,3,,,Bebe,Beluga,Ka,,Monguz,Okapi,,,Medve,,Lemur,,,
5,3,,,,Beluga,Ka,,Monguz,Okapi,,,Medve,,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Ka,,Monguz,,,,Okapi,Medve,Lemur,,,
5,3,,Bebe,,Beluga,Ka,,Monguz,,,,Medve,Okapi,Lemur,,,
5,3,,Okapi,,Beluga,Ka,,,Monguz,,,Bebe,Medve,Lemur,,,
5,3,,Okapi,,Beluga,Ka,,,Monguz,,,,Medve,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Ka,,,Monguz,Okapi,,,Medve,Lemur,,,
5,3,,,Bebe,Beluga,Ka,,,Monguz,Okapi,,Medve,,Lemur,,,
5,3,,,,Beluga,Ka,,,Monguz,Okapi,,Medve,,Lemur,Bebe,,
5,3,Bebe,,,Beluga,Ka,,,Monguz,,,Okapi,Medve,Lemur,,,
5,3,,Bebe,Medve,Beluga,Ka,,,Monguz,,,Okapi,,Lemur,,,
5,3,,Medve,Bebe,Beluga,Ka,,,Monguz,,,Okapi,,Lemur,,,
5,3,,Medve,,Beluga,Ka,,,Monguz,,,Okapi,Bebe,Lemur,,,
5,3,,,,Beluga,Ka,,,Monguz,,,Okapi,Medve,Lemur,,Bebe,
5,3,Bebe,,,Beluga,Ka,,,Monguz,,,Medve,Okapi,Lemur,,,
5,3,,,,Beluga,Ka,,,Monguz,,,Medve,Okapi,Lemur,,Bebe,
5,3,,,Bebe,Beluga,Ka,,,Monguz,,,,Medve,Lemur,,Okapi,
5,3,,,,Beluga,Ka,,,Monguz,,,Bebe,Medve,Lemur,,Okapi,
5,3,,,Bebe,Beluga,Ka,,,Okapi,,Monguz,Medve,,Lemur,,,
5,3,,,,Beluga,Ka,,,Okapi,,Monguz,Medve,,Lemur,Bebe,,
5,3,Bebe,,,Beluga,Ka,,,Okapi,,,Monguz,Medve,Lemur,,,
5,3,,Bebe,Medve,Beluga,Ka,,,Okapi,,,Monguz,,Lemur,,,
5,3,,Medve,Bebe,Beluga,Ka,,,Okapi,,,Monguz,,Lemur,,,
5,3,,Medve,,Beluga,Ka,,,Okapi,,,Monguz,Bebe,Lemur,,,
5,3,,,,Beluga,Ka,,,Okapi,,,Monguz,Medve,Lemur,,Bebe,
5,3,,Bebe,,Beluga,Ka,,,,Okapi,,Monguz,Medve,Lemur,,,
5,3,Bebe,,,Beluga,Ka,,,Okapi,,,Medve,Monguz,Lemur,,,
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,Monguz,Lemur,,Bebe,
5,3,,Bebe,,Beluga,Ka,,,,Okapi,,Medve,Monguz,Lemur,,,
5,3,,Bebe,,Beluga,Ka,,,Okapi,,,,Medve,Lemur,Monguz,,
5,3,,,Bebe,Beluga,Ka,,,Okapi,,,Medve,,Lemur,Monguz,,
5,3,,Bebe,,Beluga,Ka,,,,,,Medve,,Lemur,Monguz,Okapi,
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,Bebe,Lemur,,Monguz,
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,,Lemur,Bebe,Monguz,
5,3,,Bebe,,Beluga,Ka,,,,,,Okapi,Medve,Lemur,,Monguz,
5,3,,Bebe,,Beluga,Ka,,,,,,Medve,Okapi,Lemur,,Monguz,
5,3,,,,Beluga,Ka,,,Monguz,,,Okapi,Medve,Bebe,,Lemur,
5,3,,,,Beluga,Ka,,,Monguz,,,Medve,Okapi,Bebe,,Lemur,
5,3,,,,Beluga,Ka,,,Okapi,,,Monguz,Medve,Bebe,,Lemur,
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,Monguz,Bebe,,Lemur,
5,3,,,,Beluga,Ka,,,Monguz,,,Okapi,Medve,Bebe,,,Lemur
5,3,,,,Beluga,Ka,,,Monguz,,,Medve,Okapi,Bebe,,,Lemur
5,3,,,,Beluga,Ka,,,Okapi,,,Monguz,Medve,Bebe,,,Lemur
5,3,,,,Beluga,Ka,,,Okapi,,,Medve,Monguz,Bebe,,,Lemur
5,3,,Okapi,,Beluga,Lemur,,,Ka,,,Monguz,Medve,Bebe,,,
5,3,,Bebe,,Beluga,Lemur,,,Ka,,,Monguz,Okapi,Medve,,,
5,3,,,,Beluga,Lemur,,,Ka,,,Monguz,Medve,Bebe,,Okapi,
5,3,,Okapi,,Beluga,Lemur,,,Ka,,,Medve,Monguz,Bebe,,,
5,3,,Bebe,,Beluga,Lemur,,,Ka,,,Okapi,Monguz,Medve,,,
5,3,,,,Beluga,Lemur,,,Ka,,,Medve,Monguz,Bebe,,Okapi,
5,3,,Bebe,,Beluga,Lemur,,,Ka,,,Okapi,Medve,Monguz,,,
5,3,,Bebe,,Beluga,Lemur,,,Ka,,,Medve,Okapi,Monguz,,,
5,3,,Okapi,,Beluga,Monguz,,,Ka,,,Medve,Lemur,Bebe,,,
5,3,,Bebe,,Beluga,Monguz,,,Ka,,,Okapi,Lemur,Medve,,,
5,3,,,,Beluga,Monguz,,,Ka,,,Medve,Lemur,Bebe,,Okapi,
5,3,,Okapi,Bebe,Beluga,Monguz,,,Ka,,,Medve,,Lemur,,,
5,3,,Okapi,,Beluga,Monguz,,,Ka,,,Medve,Bebe,Lemur,,,
5,3,,,,Beluga,Monguz,,,Ka,,,Medve,Bebe,Lemur,,Okapi,
5,3,,,,Beluga,Monguz,,,Ka,,,Medve,,Lemur,Bebe,Okapi,
5,3,,Bebe,,Beluga,,,Monguz,Ka,,,Okapi,Medve,Lemur,,,
5,3,,Bebe,,Beluga,,,Monguz,Ka,,,Medve,Okapi,Lemur,,,
5,3,,Bebe,,Beluga,,,,Ka,,Monguz,Okapi,Medve,Lemur,,,
5,3,,Bebe,,Beluga,,,,Ka,,Monguz,Medve,Okapi,Lemur,,,
5,3,,Okapi,,Beluga,Bebe,,,Ka,,,Monguz,Medve,Lemur,,,
5,3,,Okapi,,Beluga,,,,Ka,,,Monguz,Medve,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Okapi,,,Ka,,,Monguz,Medve,Lemur,,,
5,3,,Bebe,,Beluga,,,,Ka,Okapi,,Monguz,Medve,Lemur,,,
5,3,,,Bebe,Beluga,,,,Ka,,,Monguz,Medve,Lemur,,Okapi,
5,3,,,,Beluga,Bebe,,,Ka,,,Monguz,Medve,Lemur,,Okapi,
5,3,,Okapi,,Beluga,Bebe,,,Ka,,,Medve,Monguz,Lemur,,,
5,3,,Okapi,,Beluga,,,,Ka,,,Medve,Monguz,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Okapi,,,Ka,,,Medve,Monguz,Lemur,,,
5,3,,Bebe,,Beluga,,,,Ka,Okapi,,Medve,Monguz,Lemur,,,
5,3,,,Bebe,Beluga,,,,Ka,,,Medve,Monguz,Lemur,,Okapi,
5,3,,,,Beluga,Bebe,,,Ka,,,Medve,Monguz,Lemur,,Okapi,
5,3,,Bebe,,Beluga,,,,Ka,,,Okapi,Medve,Lemur,Monguz,,
5,3,,Bebe,,Beluga,,,,Ka,,,Medve,Okapi,Lemur,Monguz,,
5,3,,Lemur,,Beluga,,,,Monguz,,Ka,Okapi,Medve,Bebe,,,
5,3,,Lemur,,Beluga,,,,Monguz,,Ka,Medve,Okapi,Bebe,,,
5,3,,Lemur,,Beluga,,,,Okapi,,Ka,Monguz,Medve,Bebe,,,
5,3,,Lemur,,Beluga,,,,Okapi,,Ka,Medve,Monguz,Bebe,,,
5,3,,Bebe,,Beluga,Lemur,,Monguz,Okapi,,Ka,Medve,,,,,
5,3,,,,Beluga,Lemur,,Monguz,Okapi,,Ka,Medve,,Bebe,,,
5,3,,Okapi,,Beluga,Lemur,,,Monguz,,Ka,Medve,Bebe,,,,
5,3,,,Bebe,Beluga,Lemur,,,Monguz,,Ka,Okapi,,Medve,,,
5,3,,,,Beluga,Lemur,,,Monguz,,Ka,Okapi,Medve,,Bebe,,
5,3,,,,Beluga,Lemur,,,Monguz,,Ka,Okapi,,Medve,Bebe,,
5,3,,,,Beluga,Lemur,,,Monguz,,Ka,Medve,Okapi,,Bebe,,
5,3,,,Bebe,Beluga,Lemur,,,Monguz,,Ka,Medve,,,,Okapi,
5,3,,,,Beluga,Lemur,,,Monguz,,Ka,Medve,Bebe,,,Okapi,
5,3,,,,Beluga,Lemur,,,Monguz,,Ka,Medve,,,Bebe,Okapi,
5,3,,,Bebe,Beluga,Lemur,,,Okapi,,Ka,Monguz,,Medve,,,
5,3,,,,Beluga,Lemur,,,Okapi,,Ka,Monguz,Medve,,Bebe,,
5,3,,,,Beluga,Lemur,,,Okapi,,Ka,Monguz,,Medve,Bebe,,
5,3,,Bebe,,Beluga,Lemur,,,,,Ka,Monguz,Medve,,,Okapi,
5,3,,,,Beluga,Lemur,,,Okapi,,Ka,Medve,Monguz,,Bebe,,
5,3,,Bebe,,Beluga,Lemur,,,,,Ka,Medve,Monguz,,,Okapi,
5,3,,,Bebe,Beluga,Lemur,,,Okapi,,Ka,Medve,,Monguz,,,
5,3,,,,Beluga,Lemur,,,Okapi,,Ka,Medve,,Monguz,Bebe,,
5,3,,,,Beluga,Lemur,,,Okapi,,Ka,Medve,,Bebe,Monguz,,
5,3,,Okapi,,Beluga,Monguz,,,Lemur,,Ka,Medve,Bebe,,,,
5,3,,,Bebe,Beluga,Monguz,,,Lemur,,Ka,Okapi,,Medve,,,
5,3,,,,Beluga,Monguz,,,Lemur,,Ka,Okapi,Medve,,Bebe,,
5,3,,,,Beluga,Monguz,,,Lemur,,Ka,Okapi,,Medve,Bebe,,
5,3,,,,Beluga,Monguz,,,Lemur,,Ka,Medve,Okapi,,Bebe,,
5,3,,,Bebe,Beluga,Monguz,,,Lemur,,Ka,Medve,,,,Okapi,
5,3,,,,Beluga,Monguz,,,Lemur,,Ka,Medve,Bebe,,,Okapi,
5,3,,,,Beluga,Monguz,,,Lemur,,Ka,Medve,,,Bebe,Okapi,
5,3,,Bebe,,Beluga,,,Monguz,Lemur,,Ka,Okapi,Medve,,,,
5,3,,Bebe,,Beluga,,,Monguz,Lemur,,Ka,Medve,Okapi,,,,
5,3,,Okapi,Bebe,Beluga,,,,Lemur,,Ka,Monguz,,Medve,,,
5,3,,Okapi,,Beluga,Bebe,,,Lemur,,Ka,Monguz,Medve,,,,
5,3,,Okapi,,Beluga,,,,Lemur,,Ka,Monguz,Bebe,Medve,,,
5,3,,Bebe,,Beluga,Okapi,,,Lemur,,Ka,Monguz,Medve,,,,
5,3,,Bebe,,Beluga,,,,Lemur,Okapi,Ka,Monguz,,Medve,,,
5,3,,Medve,,Beluga,,,,Lemur,,Ka,Monguz,Okapi,Bebe,,,
5,3,,,Bebe,Beluga,,,,Lemur,,Ka,Monguz,Medve,,,Okapi,
5,3,,,,Beluga,Bebe,,,Lemur,,Ka,Monguz,Medve,,,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Monguz,Bebe,Medve,,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Monguz,Medve,,Bebe,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Monguz,,Medve,Bebe,Okapi,
5,3,,Okapi,,Beluga,Bebe,,,Lemur,,Ka,Medve,Monguz,,,,
5,3,,Bebe,,Beluga,Okapi,,,Lemur,,Ka,Medve,Monguz,,,,
5,3,,Medve,,Beluga,,,,Lemur,,Ka,Okapi,Monguz,Bebe,,,
5,3,,,Bebe,Beluga,,,,Lemur,,Ka,Medve,Monguz,,,Okapi,
5,3,,,,Beluga,Bebe,,,Lemur,,Ka,Medve,Monguz,,,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Medve,Monguz,,Bebe,Okapi,
5,3,,Okapi,Bebe,Beluga,,,,Lemur,,Ka,Medve,,Monguz,,,
5,3,,Okapi,,Beluga,,,,Lemur,,Ka,Medve,Bebe,Monguz,,,
5,3,,Bebe,,Beluga,,,,Lemur,Okapi,Ka,Medve,,Monguz,,,
5,3,,,,Beluga,,,,Lemur,,Ka,Medve,Bebe,Monguz,,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Medve,,Monguz,Bebe,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Medve,,Bebe,Monguz,Okapi,
5,3,,,,Beluga,,,,Lemur,,Ka,Okapi,Medve,Bebe,,Monguz,
5,3,,,,Beluga,,,,Lemur,,Ka,Medve,Okapi,Bebe,,Monguz,
5,3,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,Lemur,Medve,,,,
5,3,,Okapi,,Beluga,,,,Monguz,,Ka,Lemur,Medve,Bebe,,,
5,3,,Bebe,,Beluga,,,,Monguz,,Ka,Lemur,Okapi,Medve,,,
5,3,,,,Beluga,,,,Monguz,,Ka,Lemur,Medve,Bebe,,Okapi,
5,3,,Bebe,,Beluga,,,,Okapi,,Ka,Lemur,Monguz,Medve,,,
5,3,,Bebe,,Beluga,,,,Okapi,,Ka,Lemur,Medve,Monguz,,,
5,3,,,,Beluga,Monguz,,,Okapi,,Ka,Medve,Lemur,,Bebe,,
5,3,,Bebe,,Beluga,Monguz,,,,,Ka,Medve,Lemur,,,Okapi,
5,3,,Bebe,,Beluga,,,Monguz,Okapi,,Ka,Medve,Lemur,,,,
5,3,,Okapi,,Beluga,Bebe,,,Monguz,,Ka,Medve,Lemur,,,,
5,3,,Bebe,,Beluga,Okapi,,,Monguz,,Ka,Medve,Lemur,,,,
5,3,,Medve,,Beluga,,,,Monguz,,Ka,Okapi,Lemur,Bebe,,,
5,3,,,Bebe,Beluga,,,,Monguz,,Ka,Medve,Lemur,,,Okapi,
5,3,,,,Beluga,Bebe,,,Monguz,,Ka,Medve,Lemur,,,Okapi,
5,3,,,,Beluga,,,,Monguz,,Ka,Medve,Lemur,,Bebe,Okapi,
5,3,,Medve,,Beluga,,,,Okapi,,Ka,Monguz,Lemur,Bebe,,,
5,3,,Bebe,,Beluga,,,,,,Ka,Monguz,Lemur,Medve,,Okapi,
5,3,,Bebe,,Beluga,,,,,,Ka,Medve,Lemur,Monguz,,Okapi,
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,Lemur,Bebe,,Monguz,
5,3,,Okapi,,Beluga,Monguz,,,,,Ka,Medve,,Lemur,Bebe,,
5,3,,,Bebe,Beluga,Monguz,,,Okapi,,Ka,,Medve,Lemur,,,
5,3,,,,Beluga,Monguz,,Bebe,Okapi,,Ka,Medve,,Lemur,,,
5,3,,,,Beluga,Monguz,,,Okapi,,Ka,,Medve,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Monguz,,,,Okapi,Ka,Medve,,Lemur,,,
5,3,,,Bebe,Beluga,Monguz,,,,,Ka,Medve,,Lemur,,Okapi,
5,3,,,Bebe,Beluga,,,Monguz,Okapi,,Ka,Medve,,Lemur,,,
5,3,,,,Beluga,Bebe,,Monguz,Okapi,,Ka,Medve,,Lemur,,,
5,3,,,,Beluga,,,Monguz,Okapi,,Ka,Medve,,Lemur,Bebe,,
5,3,,Bebe,,Beluga,,,Monguz,,,Ka,Okapi,Medve,Lemur,,,
5,3,,Bebe,,Beluga,,,Monguz,,,Ka,Medve,Okapi,Lemur,,,
5,3,,Okapi,Bebe,Beluga,,,,Monguz,,Ka,,Medve,Lemur,,,
5,3,,Okapi,,Beluga,,,,Monguz,,Ka,Bebe,Medve,Lemur,,,
5,3,,,Bebe,Beluga,Okapi,,,Monguz,,Ka,Medve,,Lemur,,,
5,3,,,,Beluga,Okapi,,,Monguz,,Ka,Medve,,Lemur,Bebe,,
5,3,,Bebe,,Beluga,,,,Monguz,Okapi,Ka,,Medve,Lemur,,,
5,3,Bebe,,,Beluga,,,,Monguz,,Ka,Okapi,Medve,Lemur,,,
5,3,,Bebe,Medve,Beluga,,,,Monguz,,Ka,Okapi,,Lemur,,,
5,3,,Medve,Bebe,Beluga,,,,Monguz,,Ka,Okapi,,Lemur,,,
5,3,,Medve,,Beluga,,,,Monguz,,Ka,Okapi,Bebe,Lemur,,,
5,3,,,,Beluga,,,,Monguz,,Ka,Okapi,Medve,Lemur,,Bebe,
5,3,,Bebe,,,Beluga,,,Monguz,,Ka,Okapi,Medve,Lemur,,,
5,3,Bebe,,,Beluga,,,,Monguz,,Ka,Medve,Okapi,Lemur,,,
5,3,,,,Beluga,,,,Monguz,,Ka,Medve,Okapi,Lemur,,Bebe,
5,3,,Bebe,,,Beluga,,,Monguz,,Ka,Medve,Okapi,Lemur,,,
5,3,,,,Beluga,,,,Monguz,,Ka,Bebe,Medve,Lemur,,Okapi,
5,3,,,,Beluga,,,,Monguz,,Ka,,Medve,Lemur,Bebe,Okapi,
5,3,Bebe,,,Beluga,,,,Okapi,,Ka,Monguz,Medve,Lemur,,,
5,3,,Bebe,Medve,Beluga,,,,Okapi,,Ka,Monguz,,Lemur,,,
5,3,,Medve,Bebe,Beluga,,,,Okapi,,Ka,Monguz,,Lemur,,,
5,3,,Medve,,Beluga,,,,Okapi,,Ka,Monguz,Bebe,Lemur,,,
5,3,,,,Beluga,,,,Okapi,,Ka,Monguz,Medve,Lemur,,Bebe,
5,3,,Bebe,,,Beluga,,,Okapi,,Ka,Monguz,Medve,Lemur,,,
5,3,Bebe,,,Beluga,,,,Okapi,,Ka,Medve,Monguz,Lemur,,,
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,Monguz,Lemur,,Bebe,
5,3,,Bebe,,,Beluga,,,Okapi,,Ka,Medve,Monguz,Lemur,,,
5,3,,,Bebe,Beluga,,,,Okapi,,Ka,Medve,,Lemur,Monguz,,
5,3,,,,Beluga,Bebe,,,Okapi,,Ka,Medve,,Lemur,Monguz,,
5,3,,Bebe,,Beluga,,,,,,Ka,Medve,,Lemur,Monguz,Okapi,
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,Bebe,Lemur,,Monguz,
