Rossz,Szomszedos,Marc. 3--5.,Marc. 10--12.,Marc. 17--19.,Marc. 24--26.,Marc. 31. -- apr. 2.,Tavaszi szunet,apr. 21--23.,apr. 28. -- maj. 1.,Maj. 5--7.,Maj. 12--14.,Maj. 19--21.,Maj. 26--28.,Jun. 3--5.,Jun. 10--12.,Jun. 16--18.,Jun. 23--25.
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,,Lemur,Bebe,Monguz,
5,3,,Bebe,,Beluga,,,,,,Ka,Okapi,Medve,Lemur,,Monguz,
5,3,,Bebe,,Beluga,,,,,,Ka,Medve,Okapi,Lemur,,Monguz,
5,3,,,,Beluga,,,,Monguz,,Ka,Okapi,Medve,Bebe,,Lemur,
5,3,,,,Beluga,,,,Monguz,,Ka,Medve,Okapi,Bebe,,Lemur,
5,3,,,,Beluga,,,,Okapi,,Ka,Monguz,Medve,Bebe,,Lemur,
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,Monguz,Bebe,,Lemur,
5,3,,,,Beluga,,,,Monguz,,Ka,Okapi,Medve,Bebe,,,Lemur
5,3,,,,Beluga,,,,Monguz,,Ka,Medve,Okapi,Bebe,,,Lemur
5,3,,,,Beluga,,,,Okapi,,Ka,Monguz,Medve,Bebe,,,Lemur
5,3,,,,Beluga,,,,Okapi,,Ka,Medve,Monguz,Bebe,,,Lemur
5,3,,Okapi,,Beluga,Lemur,,,Monguz,,,Medve,Ka,Bebe,,,
5,3,,Bebe,,Beluga,Lemur,,,Monguz,,,Okapi,Ka,Medve,,,
5,3,,,,Beluga,Lemur,,,Monguz,,,Medve,Ka,Bebe,,Okapi,
5,3,,Bebe,,Beluga,Lemur,,,Okapi,,,Monguz,Ka,Medve,,,
5,3,,Bebe,,Beluga,Lemur,,,Okapi,,,Medve,Ka,Monguz,,,
5,3,,Okapi,,Beluga,Monguz,,,Lemur,,,Medve,Ka,Bebe,,,
5,3,,Bebe,,Beluga,Monguz,,,Lemur,,,Okapi,Ka,Medve,,,
5,3,,,,Beluga,Monguz,,,Lemur,,,Medve,Ka,Bebe,,Okapi,
5,3,,Bebe,,Beluga,Monguz,,,,,,Medve,Ka,Lemur,,Okapi,
5,3,,Bebe,,Beluga,,,Monguz,Okapi,,,Medve,Ka,Lemur,,,
5,3,,Okapi,,Beluga,Bebe,,,Monguz,,,Medve,Ka,Lemur,,,
5,3,,Okapi,,Beluga,,,,Monguz,,,Medve,Ka,Lemur,Bebe,,
5,3,,Bebe,,Beluga,Okapi,,,Monguz,,,Medve,Ka,Lemur,,,
5,3,,Bebe,,Beluga,,,,Monguz,Okapi,,Medve,Ka,Lemur,,,
5,3,,,Bebe,Beluga,,,,Monguz,,,Medve,Ka,Lemur,,Okapi,
5,3,,,,Beluga,Bebe,,,Monguz,,,Medve,Ka,Lemur,,Okapi,
5,3,,Bebe,,Beluga,,,,Okapi,,Monguz,Medve,Ka,Lemur,,,
5,3,,Bebe,,Beluga,,,,Okapi,,,Medve,Ka,Lemur,Monguz,,
5,4,,,,Beluga,Ka,,Monguz,Lemur,,,Okapi,Medve,Bebe,,,
5,4,,,,Beluga,Ka,,Monguz,Lemur,,,Medve,Okapi,Bebe,,,
5,4,,,,Beluga,Ka,,,Lemur,,Monguz,Okapi,Medve,Bebe,,,
5,4,,,,Beluga,Ka,,,Lemur,,Monguz,Medve,Okapi,Bebe,,,
5,4,,Okapi,Bebe,Beluga,Ka,,,Lemur,,,Monguz,Medve,,,,
5,4,,,,Beluga,Ka,,,Lemur,Okapi,,Monguz,Medve,Bebe,,,
5,4,,,Bebe,Beluga,Ka,,,Lemur,,,Monguz,Okapi,Medve,,,
5,4,,,,Beluga,Ka,,,Lemur,,,Monguz,Okapi,Medve,Bebe,,
5,4,,Okapi,Bebe,Beluga,Ka,,,Lemur,,,Medve,Monguz,,,,
5,4,,,,Beluga,Ka,,,Lemur,Okapi,,Medve,Monguz,Bebe,,,
5,4,,,Bebe,Beluga,Ka,,,Lemur,,,Okapi,Monguz,Medve,,,
5,4,,,,Beluga,Ka,,,Lemur,,,Okapi,Monguz,Medve,Bebe,,
5,4,,,Bebe,Beluga,Ka,,,Lemur,,,Okapi,Medve,Monguz,,,
5,4,,,,Beluga,Ka,,,Lemur,,,Okapi,Medve,Monguz,Bebe,,
5,4,,,Bebe,Beluga,Ka,,,Lemur,,,Medve,Okapi,Monguz,,,
5,4,,,,Beluga,Ka,,,Lemur,,,Medve,Okapi,Monguz,Bebe,,
5,4,,,,Beluga,Ka,,,Lemur,,,Okapi,Medve,Bebe,Monguz,,
5,4,,,,Beluga,Ka,,,Lemur,,,Medve,Okapi,Bebe,Monguz,,
5,4,,,,Beluga,Ka,,,Monguz,,Lemur,Okapi,Medve,Bebe,,,
5,4,,,,Beluga,Ka,,,Monguz,,Lemur,Medve,Okapi,Bebe,,,
5,4,,,,Beluga,Ka,,,Okapi,,Lemur,Monguz,Medve,Bebe,,,
5,4,,,,Beluga,Ka,,,Okapi,,Lemur,Medve,Monguz,Bebe,,,
5,4,,,,Beluga,Ka,,Monguz,Okapi,,,Medve,Lemur,Bebe,,,
5,4,,Okapi,Bebe,Beluga,Ka,,,Monguz,,,Medve,Lemur,,,,
5,4,,,,Beluga,Ka,,,Monguz,Okapi,,Medve,Lemur,Bebe,,,
5,4,,,Bebe,Beluga,Ka,,,Monguz,,,Okapi,Lemur,Medve,,,
5,4,,,,Beluga,Ka,,,Monguz,,,Okapi,Lemur,Medve,Bebe,,
5,4,,,,Beluga,Ka,,,Okapi,,Monguz,Medve,Lemur,Bebe,,,
5,4,,,Bebe,Beluga,Ka,,,Okapi,,,Monguz,Lemur,Medve,,,
5,4,,,,Beluga,Ka,,,Okapi,,,Monguz,Lemur,Medve,Bebe,,
5,4,,,Bebe,Beluga,Ka,,,Okapi,,,Medve,Lemur,Monguz,,,
5,4,,,,Beluga,Ka,,,Okapi,,,Medve,Lemur,Monguz,Bebe,,
5,4,,,,Beluga,Ka,,,Okapi,,,Medve,Lemur,Bebe,Monguz,,
5,4,,,,Beluga,Ka,,Monguz,Okapi,,,Medve,Bebe,Lemur,,,
5,4,,Okapi,Bebe,Beluga,Ka,,,Monguz,,,,Medve,Lemur,,,
5,4,,,,Beluga,Ka,,,Monguz,Okapi,,Medve,Bebe,Lemur,,,
5,4,,,,Beluga,Ka,,Bebe,Monguz,,,Okapi,Medve,Lemur,,,
5,4,,,,Beluga,Ka,,Bebe,Monguz,,,Medve,Okapi,Lemur,,,
5,4,,,,Beluga,Ka,,,Monguz,,,,Medve,Lemur,Bebe,Okapi,
5,4,,,,Beluga,Ka,,,Okapi,,Monguz,Medve,Bebe,Lemur,,,
5,4,,Bebe,,Beluga,Ka,,,,,Monguz,Okapi,Medve,Lemur,,,
5,4,,Bebe,,Beluga,Ka,,,,,Monguz,Medve,Okapi,Lemur,,,
5,4,,Okapi,,Beluga,Ka,,,,,,Monguz,Medve,Lemur,Bebe,,
5,4,,,,Beluga,Ka,,Bebe,Okapi,,,Monguz,Medve,Lemur,,,
5,4,,,Bebe,Beluga,Ka,,,,,,Monguz,Medve,Lemur,,Okapi,
5,4,,Okapi,,Beluga,Ka,,,,,,Medve,Monguz,Lemur,Bebe,,
5,4,,,,Beluga,Ka,,Bebe,Okapi,,,Medve,Monguz,Lemur,,,
5,4,,,Bebe,Beluga,Ka,,,,,,Medve,Monguz,Lemur,,Okapi,
5,4,,,,Beluga,Ka,,,Okapi,,,Medve,Bebe,Lemur,Monguz,,
5,4,,Bebe,,Beluga,Ka,,,,,,Okapi,Medve,Lemur,Monguz,,
5,4,,Bebe,,Beluga,Ka,,,,,,Medve,Okapi,Lemur,Monguz,,
5,4,,,Bebe,Beluga,Monguz,,,Ka,,,Okapi,Medve,Lemur,,,
5,4,,,,Beluga,Monguz,,,Ka,,,Okapi,Medve,Lemur,Bebe,,
5,4,,,Bebe,Beluga,Monguz,,,Ka,,,Medve,Okapi,Lemur,,,
5,4,,,,Beluga,Monguz,,,Ka,,,Medve,Okapi,Lemur,Bebe,,
5,4,,Okapi,Bebe,Beluga,,,,Ka,,,Monguz,Medve,Lemur,,,
5,4,,,,Beluga,,,,Ka,,,Monguz,Medve,Lemur,Bebe,Okapi,
5,4,,Okapi,Bebe,Beluga,,,,Ka,,,Medve,Monguz,Lemur,,,
5,4,,,,Beluga,,,,Ka,,,Medve,Monguz,Lemur,Bebe,Okapi,
5,4,,Okapi,Bebe,Beluga,Lemur,,,Monguz,,Ka,Medve,,,,,
5,4,,Bebe,,Beluga,Lemur,,,Monguz,Okapi,Ka,Medve,,,,,
5,4,,,,Beluga,Lemur,,,Monguz,Okapi,Ka,Medve,,Bebe,,,
5,4,,,Bebe,Beluga,Lemur,,,Monguz,,Ka,Okapi,Medve,,,,
5,4,,,,Beluga,Lemur,,,Monguz,,Ka,Okapi,Bebe,Medve,,,
5,4,,,Bebe,Beluga,Lemur,,,Monguz,,Ka,Medve,Okapi,,,,
5,4,,Okapi,,Beluga,Lemur,,,,,Ka,Monguz,Medve,Bebe,,,
5,4,,,Bebe,Beluga,Lemur,,,Okapi,,Ka,Monguz,Medve,,,,
5,4,,,,Beluga,Lemur,,,Okapi,,Ka,Monguz,Bebe,Medve,,,
5,4,,Bebe,,Beluga,Lemur,,,,,Ka,Monguz,Okapi,Medve,,,
5,4,,,,Beluga,Lemur,,,,,Ka,Monguz,Medve,Bebe,,Okapi,
5,4,,Okapi,,Beluga,Lemur,,,,,Ka,Medve,Monguz,Bebe,,,
5,4,,,Bebe,Beluga,Lemur,,,Okapi,,Ka,Medve,Monguz,,,,
5,4,,Bebe,,Beluga,Lemur,,,,,Ka,Okapi,Monguz,Medve,,,
5,4,,,,Beluga,Lemur,,,,,Ka,Medve,Monguz,Bebe,,Okapi,
5,4,,,,Beluga,Lemur,,,Okapi,,Ka,Medve,Bebe,Monguz,,,
5,4,,Bebe,,Beluga,Lemur,,,,,Ka,Okapi,Medve,Monguz,,,
5,4,,Bebe,,Beluga,Lemur,,,,,Ka,Medve,Okapi,Monguz,,,
5,4,,Okapi,Bebe,Beluga,Monguz,,,Lemur,,Ka,Medve,,,,,
5,4,,Bebe,,Beluga,Monguz,,,Lemur,Okapi,Ka,Medve,,,,,
5,4,,,,Beluga,Monguz,,,Lemur,Okapi,Ka,Medve,,Bebe,,,
5,4,,,Bebe,Beluga,Monguz,,,Lemur,,Ka,Okapi,Medve,,,,
5,4,,,,Beluga,Monguz,,,Lemur,,Ka,Okapi,Bebe,Medve,,,
5,4,,,Bebe,Beluga,Monguz,,,Lemur,,Ka,Medve,Okapi,,,,
5,4,,,,Beluga,,,Monguz,Lemur,,Ka,Okapi,Medve,Bebe,,,
5,4,,,,Beluga,,,Monguz,Lemur,,Ka,Medve,Okapi,Bebe,,,
5,4,,Okapi,Bebe,Beluga,,,,Lemur,,Ka,Monguz,Medve,,,,
5,4,,,,Beluga,Okapi,,,Lemur,,Ka,Monguz,Medve,Bebe,,,
5,4,,Bebe,,Beluga,,,,Lemur,Okapi,Ka,Monguz,Medve,,,,
5,4,,,Bebe,Beluga,,,,Lemur,,Ka,Monguz,Okapi,Medve,,,
5,4,,,,Beluga,Bebe,,,Lemur,,Ka,Monguz,Okapi,Medve,,,
5,4,,,,Beluga,,,,Lemur,,Ka,Monguz,Okapi,Medve,Bebe,,
5,4,,Okapi,Bebe,Beluga,,,,Lemur,,Ka,Medve,Monguz,,,,
5,4,,,,Beluga,Okapi,,,Lemur,,Ka,Medve,Monguz,Bebe,,,
5,4,,Bebe,,Beluga,,,,Lemur,Okapi,Ka,Medve,Monguz,,,,
5,4,,,Bebe,Beluga,,,,Lemur,,Ka,Okapi,Monguz,Medve,,,
5,4,,,,Beluga,Bebe,,,Lemur,,Ka,Okapi,Monguz,Medve,,,
5,4,,,,Beluga,,,,Lemur,,Ka,Okapi,Monguz,Medve,Bebe,,
5,4,,,Bebe,Beluga,,,,Lemur,,Ka,Okapi,Medve,Monguz,,,
5,4,,,,Beluga,Bebe,,,Lemur,,Ka,Okapi,Medve,Monguz,,,
5,4,,,,Beluga,,,,Lemur,,Ka,Okapi,Medve,Monguz,Bebe,,
5,4,,,Bebe,Beluga,,,,Lemur,,Ka,Medve,Okapi,Monguz,,,
5,4,,,,Beluga,Bebe,,,Lemur,,Ka,Medve,Okapi,Monguz,,,
5,4,,,,Beluga,,,,Lemur,,Ka,Medve,Okapi,Monguz,Bebe,,
5,4,,,,Beluga,,,,Lemur,,Ka,Okapi,Medve,Bebe,Monguz,,
5,4,,,,Beluga,,,,Lemur,,Ka,Medve,Okapi,Bebe,Monguz,,
5,4,,,,Beluga,Monguz,,,Okapi,,Ka,Lemur,Medve,Bebe,,,
5,4,,Okapi,,Beluga,Monguz,,,,,Ka,Medve,Lemur,Bebe,,,
5,4,,,Bebe,Beluga,Monguz,,,Okapi,,Ka,Medve,Lemur,,,,
5,4,,Bebe,,Beluga,Monguz,,,,,Ka,Okapi,Lemur,Medve,,,
5,4,,,,Beluga,Monguz,,,,,Ka,Medve,Lemur,Bebe,,Okapi,
5,4,,,,Beluga,,,Monguz,Okapi,,Ka,Medve,Lemur,Bebe,,,
5,4,,Okapi,Bebe,Beluga,,,,Monguz,,Ka,Medve,Lemur,,,,
5,4,,,,Beluga,Okapi,,,Monguz,,Ka,Medve,Lemur,Bebe,,,
5,4,,Bebe,,Beluga,,,,Monguz,Okapi,Ka,Medve,Lemur,,,,
5,4,,,Bebe,Beluga,,,,Monguz,,Ka,Okapi,Lemur,Medve,,,
5,4,,,,Beluga,Bebe,,,Monguz,,Ka,Okapi,Lemur,Medve,,,
5,4,,,,Beluga,,,,Monguz,,Ka,Okapi,Lemur,Medve,Bebe,,
5,4,,,Bebe,Beluga,,,,Okapi,,Ka,Monguz,Lemur,Medve,,,
5,4,,,,Beluga,Bebe,,,Okapi,,Ka,Monguz,Lemur,Medve,,,
5,4,,,,Beluga,,,,Okapi,,Ka,Monguz,Lemur,Medve,Bebe,,
5,4,,,Bebe,Beluga,,,,Okapi,,Ka,Medve,Lemur,Monguz,,,
5,4,,,,Beluga,Bebe,,,Okapi,,Ka,Medve,Lemur,Monguz,,,
5,4,,,,Beluga,,,,Okapi,,Ka,Medve,Lemur,Monguz,Bebe,,
5,4,,,,Beluga,,,,Okapi,,Ka,Medve,Lemur,Bebe,Monguz,,
5,4,,Okapi,Bebe,Beluga,Monguz,,,,,Ka,Medve,,Lemur,,,
5,4,,Okapi,,Beluga,Monguz,,,,,Ka,Medve,Bebe,Lemur,,,
5,4,,,,Beluga,Monguz,,,Okapi,,Ka,Bebe,Medve,Lemur,,,
5,4,,,,Beluga,Monguz,,,,,Ka,Medve,Bebe,Lemur,,Okapi,
5,4,,,,Beluga,Monguz,,,,,Ka,Medve,,Lemur,Bebe,Okapi,
5,4,,,,Beluga,,,Monguz,Okapi,,Ka,Medve,Bebe,Lemur,,,
5,4,,,,Beluga,Okapi,,,Monguz,,Ka,Medve,Bebe,Lemur,,,
5,4,,,Bebe,Beluga,,,,Monguz,Okapi,Ka,Medve,,Lemur,,,
5,4,,,,Beluga,Bebe,,,Monguz,Okapi,Ka,Medve,,Lemur,,,
5,4,,,,Beluga,,,,Monguz,Okapi,Ka,Medve,,Lemur,Bebe,,
5,4,,,,Beluga,,,Bebe,Monguz,,Ka,Okapi,Medve,Lemur,,,
5,4,,,,Bebe,Beluga,,,Monguz,,Ka,Okapi,Medve,Lemur,,,
5,4,,,,Beluga,,,Bebe,Monguz,,Ka,Medve,Okapi,Lemur,,,
5,4,,,,Bebe,Beluga,,,Monguz,,Ka,Medve,Okapi,Lemur,,,
5,4,,Okapi,,Beluga,Bebe,,,,,Ka,Monguz,Medve,Lemur,,,
5,4,,Okapi,,Beluga,,,,,,Ka,Monguz,Medve,Lemur,Bebe,,
5,4,,Bebe,,Beluga,Okapi,,,,,Ka,Monguz,Medve,Lemur,,,
5,4,,,,Beluga,,,Bebe,Okapi,,Ka,Monguz,Medve,Lemur,,,
5,4,,,,Bebe,Beluga,,,Okapi,,Ka,Monguz,Medve,Lemur,,,
5,4,,Bebe,,Beluga,,,,,Okapi,Ka,Monguz,Medve,Lemur,,,
5,4,,,Bebe,Beluga,,,,,,Ka,Monguz,Medve,Lemur,,Okapi,
5,4,,,,Beluga,Bebe,,,,,Ka,Monguz,Medve,Lemur,,Okapi,
5,4,,Okapi,,Beluga,Bebe,,,,,Ka,Medve,Monguz,Lemur,,,
5,4,,Okapi,,Beluga,,,,,,Ka,Medve,Monguz,Lemur,Bebe,,
5,4,,Bebe,,Beluga,Okapi,,,,,Ka,Medve,Monguz,Lemur,,,
5,4,,,,Beluga,,,Bebe,Okapi,,Ka,Medve,Monguz,Lemur,,,
5,4,,,,Bebe,Beluga,,,Okapi,,Ka,Medve,Monguz,Lemur,,,
5,4,,Bebe,,Beluga,,,,,Okapi,Ka,Medve,Monguz,Lemur,,,
5,4,,,Bebe,Beluga,,,,,,Ka,Medve,Monguz,Lemur,,Okapi,
5,4,,,,Beluga,Bebe,,,,,Ka,Medve,Monguz,Lemur,,Okapi,
5,4,,,,Beluga,,,,Okapi,,Ka,Medve,Bebe,Lemur,Monguz,,
5,4,,Bebe,,Beluga,,,,,,Ka,Okapi,Medve,Lemur,Monguz,,
5,4,,Bebe,,Beluga,,,,,,Ka,Medve,Okapi,Lemur,Monguz,,
5,4,,,Bebe,Beluga,Monguz,,,Okapi,,,Medve,Ka,Lemur,,,
5,4,,,,Beluga,Monguz,,,Okapi,,,Medve,Ka,Lemur,Bebe,,
5,4,,Okapi,Bebe,Beluga,,,,Monguz,,,Medve,Ka,Lemur,,,
5,4,,,,Beluga,,,,Monguz,,,Medve,Ka,Lemur,Bebe,Okapi,
5,5,,Okapi,Bebe,Beluga,Ka,,,,,,Monguz,Medve,Lemur,,,
5,5,,,,Beluga,Ka,,,,,,Monguz,Medve,Lemur,Bebe,Okapi,
5,5,,Okapi,Bebe,Beluga,Ka,,,,,,Medve,Monguz,Lemur,,,
5,5,,,,Beluga,Ka,,,,,,Medve,Monguz,Lemur,Bebe,Okapi,
5,5,,,,Beluga,,,,Lemur,Okapi,Ka,Monguz,Medve,Bebe,,,
5,5,,,,Beluga,,,,Lemur,Okapi,Ka,Medve,Monguz,Bebe,,,
5,5,,,,Beluga,,,,Monguz,Okapi,Ka,Medve,Lemur,Bebe,,,
5,5,,,Bebe,Beluga,Monguz,,,,,Ka,Okapi,Medve,Lemur,,,
5,5,,,,Beluga,Monguz,,,,,Ka,Okapi,Medve,Lemur,Bebe,,
5,5,,,Bebe,Beluga,Monguz,,,,,Ka,Medve,Okapi,Lemur,,,
5,5,,,,Beluga,Monguz,,,,,Ka,Medve,Okapi,Lemur,Bebe,,
5,5,,,,Beluga,,,,Monguz,Okapi,Ka,Medve,Bebe,Lemur,,,
5,5,,Okapi,Bebe,Beluga,,,,,,Ka,Monguz,Medve,Lemur,,,
5,5,,,,Beluga,,,,,,Ka,Monguz,Medve,Lemur,Bebe,Okapi,
5,5,,Okapi,Bebe,Beluga,,,,,,Ka,Medve,Monguz,Lemur,,,
5,5,,,,Beluga,,,,,,Ka,Medve,Monguz,Lemur,Bebe,Okapi,
6,1,,Lemur,,Beluga,Ka,,,Okapi,,,Medve,,Bebe,,Monguz,
6,1,,Bebe,,Beluga,Ka,,,Lemur,,Monguz,,Medve,,,Okapi,
6,1,,Bebe,,Beluga,Ka,,,Lemur,,Monguz,,,Medve,,Okapi,
6,1,,Okapi,,Beluga,Ka,,,Lemur,,,Monguz,,Medve,,Bebe,
6,1,Bebe,,,Beluga,Ka,,,Lemur,,,Monguz,,Medve,,Okapi,
6,1,,Okapi,,Beluga,Ka,,,Lemur,,,Medve,,Monguz,,Bebe,
6,1,Bebe,,,Beluga,Ka,,,Lemur,,,Medve,,Monguz,,Okapi,
6,1,,Medve,,Beluga,Ka,,,Lemur,,,Okapi,,Bebe,,Monguz,
6,1,,Bebe,,Beluga,Ka,,,Monguz,,Lemur,,Medve,,,Okapi,
6,1,,Bebe,,Beluga,Ka,,,Monguz,,Lemur,,,Medve,,Okapi,
6,1,,Medve,,Beluga,Ka,,,Monguz,,,Lemur,,Bebe,,Okapi,
6,1,,Bebe,,Beluga,Ka,,,Okapi,,,Lemur,,Medve,,Monguz,
6,1,,Bebe,,Beluga,Ka,,Monguz,,Okapi,,Medve,,Lemur,,,
6,1,,Okapi,,Beluga,Ka,,,Monguz,,,Medve,,Lemur,,,Bebe
6,1,,Okapi,,Bebe,Ka,,,Monguz,,,Medve,,Lemur,,Beluga,
6,1,,Medve,,Beluga,Ka,,,Monguz,,,Okapi,,Lemur,,Bebe,
6,1,,Beluga,,Bebe,Ka,,,Monguz,,,Medve,,Lemur,,Okapi,
6,1,,Bebe,Beluga,,Ka,,,Monguz,,,Medve,,Lemur,,Okapi,
6,1,,Medve,,Beluga,Ka,,,Monguz,,,Bebe,,Lemur,,Okapi,
6,1,,Bebe,,,Ka,,Beluga,Monguz,,,Medve,,Lemur,,Okapi,
6,1,,Medve,,Beluga,Ka,,,Okapi,,,Monguz,,Lemur,,Bebe,
6,1,Bebe,,,Beluga,Ka,,,Okapi,,,Medve,,Lemur,,Monguz,
6,1,,Bebe,,Beluga,Ka,,,,Okapi,,Medve,,Lemur,,Monguz,
6,1,,Medve,,Beluga,Ka,,,Monguz,,,Okapi,,Bebe,,Lemur,
6,1,,Medve,,Beluga,Ka,,,Okapi,,,Monguz,,Bebe,,Lemur,
6,1,,Okapi,,Beluga,Ka,,,Monguz,,,Medve,,,Bebe,,Lemur
6,1,,Medve,,Beluga,Ka,,,Monguz,,,Okapi,,Bebe,,,Lemur
6,1,,Medve,,Beluga,Ka,,,Okapi,,,Monguz,,Bebe,,,Lemur
6,1,,Bebe,,Beluga,Ka,,,Okapi,,,Medve,,,Monguz,,Lemur
6,1,,Lemur,,Beluga,Monguz,,,Ka,,,Medve,,Bebe,,Okapi,
6,1,,Medve,,Beluga,Lemur,,,Ka,,,Monguz,,Bebe,,Okapi,
6,1,,Okapi,,Beluga,Lemur,,,Ka,,,Medve,,Bebe,,Monguz,
6,1,,Bebe,,Beluga,Lemur,,,Ka,,,Okapi,,Medve,,Monguz,
6,1,,Bebe,,Beluga,,,,Ka,,Lemur,Monguz,,Medve,,Okapi,
6,1,,Bebe,,Beluga,,,,Ka,,Lemur,Medve,,Monguz,,Okapi,
6,1,,Bebe,,Beluga,Monguz,,,Ka,,,Lemur,,Medve,,Okapi,
6,1,,Okapi,,Beluga,Monguz,,,Ka,,,Medve,,Lemur,,Bebe,
6,1,Bebe,,,Beluga,Monguz,,,Ka,,,Medve,,Lemur,,Okapi,
6,1,,Bebe,,Beluga,,,,Ka,,Monguz,,Medve,Lemur,,Okapi,
6,1,,Medve,,Beluga,Bebe,,,Ka,,,Monguz,,Lemur,,Okapi,
6,1,,Okapi,,Beluga,Bebe,,,Ka,,,Medve,,Lemur,,Monguz,
6,1,,Bebe,,Beluga,Okapi,,,Ka,,,Medve,,Lemur,,Monguz,
6,1,,Bebe,,Beluga,,,,Ka,Okapi,,Medve,,Lemur,,Monguz,
6,1,,Okapi,,Beluga,Monguz,,,Ka,,,Medve,,Bebe,,Lemur,
6,1,,Bebe,,Beluga,Monguz,,,Ka,,,Okapi,,Medve,,Lemur,
6,1,,Okapi,,Beluga,Monguz,,,Ka,,,Medve,,Bebe,,,Lemur
6,1,,Bebe,,Beluga,Monguz,,,Ka,,,Okapi,,Medve,,,Lemur
6,1,,Bebe,,Beluga,,,,Ka,,,Monguz,,Medve,,Okapi,Lemur
6,1,,Bebe,,Beluga,,,,Ka,,,Medve,,Monguz,,Okapi,Lemur
6,1,,Bebe,,Beluga,,,,Monguz,Ka,,Medve,,Lemur,,Okapi,
6,1,,Lemur,,Beluga,,,,Monguz,,Ka,,Medve,Bebe,,Okapi,
6,1,,Lemur,,Beluga,,,,Okapi,,Ka,Medve,,Bebe,,Monguz,
6,1,,Okapi,,Beluga,Lemur,,,Monguz,,Ka,,Medve,,Bebe,,
6,1,,Medve,,Beluga,Lemur,,,Monguz,,Ka,,,Bebe,,Okapi,
6,1,,Bebe,,Beluga,Lemur,,,Okapi,,Ka,,Medve,,Monguz,,
6,1,,Bebe,,Beluga,Lemur,,,Okapi,,Ka,,Medve,,,Monguz,
6,1,,Bebe,,Beluga,Lemur,,,Okapi,,Ka,,,Medve,,Monguz,
6,1,,Okapi,,Beluga,Monguz,,,Lemur,,Ka,,Medve,,Bebe,,
6,1,,Medve,,Beluga,Monguz,,,Lemur,,Ka,,,Bebe,,Okapi,
6,1,,Bebe,,Beluga,,,Monguz,Lemur,,Ka,,Medve,,,Okapi,
6,1,,Bebe,,Beluga,,,Monguz,Lemur,,Ka,,,Medve,,Okapi,
6,1,,Okapi,,Beluga,,,,Lemur,,Ka,Monguz,,Medve,,Bebe,
6,1,Bebe,,,Beluga,,,,Lemur,,Ka,Monguz,,Medve,,Okapi,
6,1,,Bebe,,,Beluga,,,Lemur,,Ka,Monguz,,Medve,,Okapi,
6,1,,Medve,,Beluga,,,,Lemur,,Ka,,Monguz,Bebe,,Okapi,
6,1,,Okapi,,Beluga,,,,Lemur,,Ka,Medve,,Monguz,,Bebe,
6,1,Bebe,,,Beluga,,,,Lemur,,Ka,Medve,,Monguz,,Okapi,
6,1,,Bebe,,,Beluga,,,Lemur,,Ka,Medve,,Monguz,,Okapi,
6,1,,Bebe,,Beluga,,,,Lemur,,Ka,,Medve,,Monguz,Okapi,
6,1,,Okapi,,Beluga,,,,Lemur,,Ka,,Medve,Bebe,,Monguz,
6,1,,Medve,,Beluga,,,,Lemur,,Ka,Okapi,,Bebe,,Monguz,
6,1,,Bebe,,Beluga,,,,Lemur,,Ka,,Okapi,Medve,,Monguz,
6,1,,Medve,,Beluga,,,,Monguz,,Ka,Lemur,,Bebe,,Okapi,
6,1,,Bebe,,Beluga,,,,Okapi,,Ka,Lemur,,Medve,,Monguz,
6,1,,Medve,,Beluga,,,,Monguz,,Ka,,Lemur,Bebe,,Okapi,
6,1,,Bebe,,Beluga,,,,Okapi,,Ka,,Lemur,Medve,,Monguz,
6,1,,Bebe,,,Monguz,,,Okapi,,Ka,Medve,,Lemur,,Beluga,
6,1,,Bebe,,Beluga,,,Monguz,,,Ka,,Medve,Lemur,,Okapi,
6,1,,Okapi,,Beluga,,,,Monguz,,Ka,,Medve,Lemur,,Bebe,
6,1,,Okapi,,Beluga,,,,Monguz,,Ka,Medve,,Lemur,,,Bebe
6,1,,Okapi,,Bebe,,,,Monguz,,Ka,Medve,,Lemur,,Beluga,
6,1,,Medve,,Beluga,,,,Monguz,,Ka,Okapi,,Lemur,,Bebe,
6,1,,Beluga,,Bebe,,,,Monguz,,Ka,Medve,,Lemur,,Okapi,
6,1,Bebe,,,Beluga,,,,Monguz,,Ka,,Medve,Lemur,,Okapi,
6,1,,Medve,,Beluga,Bebe,,,Monguz,,Ka,,,Lemur,,Okapi,
6,1,,Medve,,Beluga,,,,Monguz,,Ka,Bebe,,Lemur,,Okapi,
6,1,,Medve,,Beluga,,,,Monguz,,Ka,,Bebe,Lemur,,Okapi,
6,1,,Bebe,,,Beluga,,,Monguz,,Ka,,Medve,Lemur,,Okapi,
6,1,,,Bebe,,Beluga,,,Monguz,,Ka,Medve,,Lemur,,Okapi,
6,1,,Medve,,Beluga,,,,Okapi,,Ka,Monguz,,Lemur,,Bebe,
6,1,Bebe,,,Beluga,,,,Okapi,,Ka,Medve,,Lemur,,Monguz,
6,1,,Bebe,,,Beluga,,,Okapi,,Ka,Medve,,Lemur,,Monguz,
6,1,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,,Medve,,,Lemur,
6,1,,Bebe,,Beluga,Monguz,,,Okapi,,Ka,,,Medve,,Lemur,
