2	13	5	6	5	13	3	25	17	5	3	6	3	5	3	15	2	4	3	6
4	8	2	2	1	1	2	18	6	2	1	3	3	3	4	5	2	4	5	3
6	8	5	5	10	2	4	20	2	2	4	9	2	0	5	1	1	2	1	3
2	9	9	1	5	2	3	16	4	1	5	4	3	3	2	3	2	2	1	3
4	1	4	1	1	1	2	16	1	2	0	2	1	1	4	4	2	2	3	3
6	6	5	3	7	3	7	18	4	5	1	5	2	3	5	2	1	4	4	4
1	3	6	1	3	1	0	4	1	0	3	4	4	3	1	2	3	2	4	3
