Rossz,Szomszedos,Okt. 5--7.,Okt. 19--21.,Őszi szünet,Nov. 16--18.,Nov. 23--25.,Dec. 7--9.,Dec. 21--23.,Jan. 4--6.,Jan. 11--13.,Jan. 18--20.,Jan. 25--27.
20,8,Bárány,,Ka,Mongúz,Okapi,Zooey,Kb,Franny,Beluga,Lemur,Bálna
20,8,Bárány,,Ka,Kb,Zooey,Lemur,Okapi,Beluga,Mongúz,Franny,Bálna
20,8,Bárány,Mongúz,Ka,Lemur,Zooey,Kb,,Okapi,Beluga,Franny,Bálna
20,8,Bárány,,Ka,Lemur,Zooey,Kb,Okapi,Mongúz,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,Ka,Lemur,Zooey,Okapi,Kb,Beluga,,Franny,Bálna
20,8,Bárány,Mongúz,Ka,,Zooey,Lemur,Kb,Okapi,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,Ka,,Zooey,Okapi,Kb,Lemur,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,,Ka,Zooey,Lemur,Okapi,Kb,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,,Lemur,Zooey,Kb,Ka,Okapi,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,,Kb,Zooey,Lemur,Okapi,Ka,Beluga,Franny,Bálna
20,8,Bárány,Mongúz,,Kb,Zooey,Lemur,Okapi,Beluga,Ka,Franny,Bálna
20,8,Bárány,,Ka,Mongúz,Kb,Lemur,Okapi,Zooey,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Bárány,,Kb,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,,Bálna,Zooey,Bárány,Ka,Kb,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,,Bálna,Ka,Bárány,Kb,Zooey,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Bárány,Kb,Beluga,,Lemur,Franny
20,8,Okapi,Mongúz,Ka,,Zooey,Bárány,Kb,Bálna,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,Bárány,Kb,Bálna,Beluga,,Franny
20,8,Okapi,Mongúz,Ka,Kb,Zooey,Bárány,,Beluga,Bálna,Franny,Lemur
20,8,Okapi,Mongúz,,Kb,Zooey,Bárány,Ka,Beluga,Bálna,Franny,Lemur
20,8,Okapi,Mongúz,Ka,,Zooey,Bárány,Kb,Beluga,Bálna,Lemur,Franny
20,8,Okapi,Mongúz,Ka,,Zooey,Bárány,Kb,Franny,Beluga,Lemur,Bálna
20,8,Okapi,Mongúz,Ka,Kb,Zooey,Bárány,,Lemur,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,Bárány,,Kb,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,,Kb,Zooey,Bárány,Ka,Lemur,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,,Lemur,Zooey,Bárány,Ka,Kb,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,,Lemur,Ka,Bárány,Kb,Zooey,Beluga,Franny,Bálna
20,8,Okapi,,Ka,Bálna,Zooey,Mongúz,Kb,Bárány,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,,Bálna,Zooey,Ka,Kb,Bárány,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Kb,,Bárány,Beluga,Lemur,Franny
20,8,Okapi,Mongúz,,Bálna,Zooey,Kb,Ka,Bárány,Beluga,Lemur,Franny
20,8,Okapi,,Ka,Mongúz,Zooey,Bálna,Kb,Bárány,Beluga,Franny,Lemur
20,8,Okapi,Mongúz,,Lemur,Zooey,Bálna,Kb,Bárány,Beluga,Franny,Ka
20,8,Okapi,,Ka,Lemur,Zooey,Bálna,Kb,Bárány,Beluga,Mongúz,Franny
20,8,Okapi,Mongúz,Ka,Kb,Zooey,Lemur,,Bárány,Beluga,Franny,Bálna
20,8,Okapi,,Ka,Lemur,Zooey,Mongúz,Kb,Bárány,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,,Lemur,Zooey,Ka,Kb,Bárány,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,,Kb,Zooey,Lemur,Ka,Bárány,Beluga,Franny,Bálna
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Kb,,Franny,Beluga,Bárány,Lemur
20,8,Okapi,Mongúz,,Bálna,Zooey,Kb,Ka,Franny,Beluga,Bárány,Lemur
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Kb,,Lemur,Beluga,Bárány,Franny
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Lemur,Kb,Beluga,,Bárány,Franny
20,8,Okapi,Mongúz,,Bálna,Zooey,Kb,Ka,Lemur,Beluga,Bárány,Franny
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,Bálna,,Franny,Beluga,Bárány,Kb
20,8,Okapi,Mongúz,,Lemur,Zooey,Bálna,Ka,Franny,Beluga,Bárány,Kb
20,8,Okapi,,Ka,Lemur,Zooey,Bálna,Kb,Mongúz,Beluga,Bárány,Franny
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,,Kb,Bálna,Beluga,Bárány,Franny
20,8,Okapi,Mongúz,,Lemur,Ka,Zooey,Kb,Bálna,Beluga,Bárány,Franny
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,Kb,,Beluga,Bálna,Bárány,Franny
20,8,Okapi,Mongúz,Ka,,Zooey,Lemur,Kb,Beluga,Bálna,Bárány,Franny
20,8,Okapi,Mongúz,,Lemur,Zooey,Kb,Ka,Beluga,Bálna,Bárány,Franny
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,Kb,,Franny,Beluga,Bárány,Bálna
20,8,Okapi,Mongúz,Ka,,Zooey,Lemur,Kb,Franny,Beluga,Bárány,Bálna
20,8,Okapi,Mongúz,,Lemur,Zooey,Kb,Ka,Franny,Beluga,Bárány,Bálna
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,Lemur,Kb,,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,Ka,Bálna,Zooey,,Kb,Lemur,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,,Bálna,Ka,Zooey,Kb,Lemur,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,Ka,Bálna,Kb,Lemur,,Zooey,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,,Bálna,Kb,Lemur,Ka,Zooey,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,Ka,Kb,Zooey,Bálna,,Franny,Beluga,Lemur,Bárány
20,8,Okapi,Mongúz,,Kb,Zooey,Bálna,Ka,Franny,Beluga,Lemur,Bárány
20,8,Okapi,,Ka,Lemur,Zooey,Bálna,Kb,Beluga,Mongúz,Franny,Bárány
20,8,Okapi,Mongúz,,Ka,Zooey,Bálna,Kb,Lemur,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,,Lemur,Zooey,Bálna,Kb,Ka,Beluga,Franny,Bárány
20,8,Okapi,Mongúz,,Lemur,Zooey,Bálna,Kb,Beluga,Ka,Franny,Bárány
20,8,Okapi,Mongúz,Ka,Lemur,Zooey,,Kb,Beluga,Bálna,Franny,Bárány
20,8,Okapi,Mongúz,,Lemur,Ka,Zooey,Kb,Beluga,Bálna,Franny,Bárány
20,9,Bárány,Mongúz,Ka,Kb,Zooey,Lemur,Okapi,Bálna,Beluga,Franny,
20,9,Okapi,Mongúz,Ka,Bálna,Zooey,Bárány,Kb,Lemur,Beluga,Franny,
20,9,,Mongúz,Ka,Bálna,Zooey,Bárány,Okapi,Kb,Beluga,Lemur,Franny
20,9,,Mongúz,Ka,Kb,Zooey,Bárány,Okapi,Bálna,Beluga,Franny,Lemur
20,9,Okapi,Mongúz,Ka,Lemur,Zooey,Bárány,Kb,Beluga,Bálna,Franny,
20,9,,Mongúz,Ka,Kb,Zooey,Bárány,Okapi,Beluga,Bálna,Lemur,Franny
20,9,,Mongúz,Ka,Kb,Zooey,Bárány,Okapi,Franny,Beluga,Lemur,Bálna
20,9,Okapi,Mongúz,Ka,Bálna,Zooey,Lemur,Kb,Bárány,Beluga,Franny,
20,9,,Mongúz,Ka,Bálna,Zooey,Lemur,Okapi,Kb,Beluga,Bárány,Franny
20,9,,Mongúz,Ka,Lemur,Zooey,Kb,Okapi,Bálna,Beluga,Bárány,Franny
20,9,,Mongúz,Ka,Kb,Zooey,Lemur,Okapi,Beluga,Bálna,Bárány,Franny
20,9,,Mongúz,Ka,Kb,Zooey,Lemur,Okapi,Franny,Beluga,Bárány,Bálna
20,9,,Mongúz,Ka,Bálna,Zooey,Kb,Okapi,Lemur,Beluga,Franny,Bárány
20,9,,Mongúz,Ka,Bálna,Okapi,Lemur,Kb,Zooey,Beluga,Franny,Bárány
20,9,,Mongúz,Ka,Lemur,Zooey,Bálna,Okapi,Franny,Beluga,Kb,Bárány
20,9,,Mongúz,Ka,Lemur,Zooey,Bálna,Kb,Okapi,Beluga,Franny,Bárány
20,9,,Mongúz,Ka,Lemur,Zooey,Kb,Okapi,Beluga,Bálna,Franny,Bárány
