0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,14,13,4,1,11,0,3,1,1,0,2,1,2
4,3,0,4,9,3,0,1,1,0,1,4,0,1,2,3
7,4,3,2,13,7,2,0,0,2,2,2,7,0,3,3
1,4,1,2,9,1,0,0,3,1,3,4,1,1,0,2
7,4,4,3,11,10,5,3,5,2,0,4,10,1,1,2
5,1,4,2,10,1,2,2,1,0,1,2,3,0,0,1
5,4,2,3,9,2,4,3,4,3,2,4,2,0,1,3
